Published Date,Title,IP ID,Link
2007-01-24,"Commission proposes a landmark regulatory
package for airports",ip_07_78,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_78
2007-01-15,"Commissioner Ferrero-Waldner to visit China
16-18 January",ip_07_41,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_41
2007-02-26,"Danuta Hübner welcomes prompt
submission of Romanian plan and priorities for Cohesion policy investment
2007-2013",ip_07_249,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_249
2007-02-21,"A vision for the single market of the 21st
century",ip_07_214,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_214
2007-02-19,"Shared approach is improving social cohesion
in Europe",ip_07_203,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_203
2007-02-16,"Economic growth in the European Union
continues at a brisk pace",ip_07_197,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_197
2007-02-13,"Commission assesses stability programmes of
Greece and Portugal",ip_07_174,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_174
2007-02-07,"Commission assesses convergence programmes
of Malta and Hungary",ip_07_150,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_150
2007-02-07,"Commission plans legislative framework to
ensure the EU meets its target for cutting CO<sub>2</sub>
emissions from cars",ip_07_155,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_155
2007-02-22,"eTwinning: 'Virtual' European school
partnerships come of age",ip_07_222,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_222
2007-02-13,"Commission assesses convergence programmes
of Estonia, Lithuania, Sweden and the United Kingdom",ip_07_175,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_175
2007-02-07,"New Commission strategy for long term
viability of European car industry",ip_07_157,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_157
2007-02-07,"Commission assesses stability programmes of
Finland, Ireland and Luxembourg",ip_07_151,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_151
2007-02-27,"“Your Europe – Your
Future”: the first ever EU Youth Summit to take place in Rome in a month",ip_07_258,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_258
2007-02-26,"EU-Egypt:
Commissioner Ferrero-Waldner presents €558 million assistance package
during her visit",ip_07_241,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_241
2007-02-26,"Commission opens debate on rights-based
management in fisheries",ip_07_245,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_245
2007-02-07,"Commission assesses Poland's
convergence programme and recommends correction of excessive deficit in 2007",ip_07_149,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_149
2007-02-02,"Commissioner Piebalgs and Minister Enoksen
discuss EC-Norway cooperation on carbon capture and storage
(CCS)",ip_07_130,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_130
2007-03-30,"ICT drives 50% of EU growth, says
Commission's annual report on the digital economy",ip_07_453,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_453
2007-03-30,"Vice-President Verheugen visits China to
launch partnership agreement",ip_07_452,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_452
2007-03-28,"Commission launches debate on further use of
market-based instruments to support environment and energy related policy
purposes",ip_07_430,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_430
2007-03-07,"Commission assesses convergence programmes
of Bulgaria, Latvia and Romania",ip_07_293,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_293
2007-03-07,"Commission assesses stability programmes of
Belgium and Spain",ip_07_292,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_292
2007-03-28,"Commission proposes to end waste of
fisheries resources",ip_07_429,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_429
2007-03-27,"Commission adopts implementing rules for
European Fisheries Fund",ip_07_411,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_411
2007-03-22,"“Your Europe – Your
Future”: the first ever EU Youth Summit to take place in Rome on the 50th
Anniversary Day",ip_07_382,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_382
2007-03-22,"Water Policy: Member States must do more to
achieve good water quality",ip_07_388,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_388
2007-03-21,"Commission Communication: towards an
integrated approach to trans-European transport, energy and telecommunications
networks",ip_07_380,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_380
2007-03-20,"Working towards more, better, and faster
aid: the European Commission presents its results for 2006",ip_07_351,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_351
2007-03-20,"Commission launches two studies looking at
sustainable transport",ip_07_348,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_348
2007-03-13,"Excise duties on gas oil: The European
Commission proposes to fight ""tank tourism"" and reduce environmental
damage",ip_07_316,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_316
2007-03-16,"Transit through the Alps: the observatory
for traffic in the Alpine region is now operational",ip_07_338,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_338
2007-03-16,"Mobile TV: Commission urges industry and
Member States to develop a proactive European strategy",ip_07_340,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_340
2007-04-30,"EU and US to sign up to transatlantic
economic integration plan at Washington Summit on 30 April",ip_07_587,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_587
2007-04-20,"EU to start negotiations for Association
Agreement with the Andean Community; aid package for the region of €713
million",ip_07_534,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_534
2007-04-17,"EU-Central America: Commissioner
Ferrero-Waldner to announce €840 million aid programme during visit to
Guatemala",ip_07_505,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_505
2007-04-16,"Ferrero-Waldner visits Colombia and
announces a €160&#160;million aid package",ip_07_500,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_500
2007-04-11,"EU puts emphasis on innovation in the field
of biotechnology",ip_07_484,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_484
2007-04-02,"Danuta Hübner: Cohesion policy
2007-2013 already on fast track to deliver growth and jobs",ip_07_457,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_457
2007-04-26,"Cohesion policy 2007-2013: Lithuania has its
plan and priorities focusing on innovation and balanced growth, agreed with the
Commission",ip_07_567,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_567
2007-04-25,"""Share experience and learn together"",
Danuta Hübner tells urban land conference in Stuttgart",ip_07_563,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_563
2007-04-24,"State aid: Commission launches consultations
on simplified rules for block exemptions",ip_07_549,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_549
2007-04-23,"The European Commission, the EIB and nine
Member States launch the Infrastructure Trust Fund for Africa",ip_07_538,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_538
2007-04-20,Joe Borg visits Morocco,ip_07_521,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_521
2007-04-20,"Danuta Hübner in Castilla-La Mancha
(Spain): Knowledge Society and Sustainable Development for an increased
convergence with Europe",ip_07_520,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_520
2007-04-19,"EU and Latin America Foreign Affairs
Ministers meet in Santo Domingo on 19 and 20 April",ip_07_529,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_529
2007-05-30,"Commission recommends to the Council to find
that the Czech Republic has taken inadequate action to control its public
deficit",ip_07_717,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_717
2007-05-29,"EU increases aid to Mongolia between 2007
and 2010 to €14 million",ip_07_714,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_714
2007-05-16,"Commission proposes that Malta adopts the
euro in 2008",ip_07_673,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_673
2007-05-16,"Commission proposes that Cyprus adopts the
euro in 2008",ip_07_674,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_674
2007-05-16,"Commission recommends abrogation of
excessive deficit procedure for Germany, Greece and Malta",ip_07_672,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_672
2007-05-16,"EU – Russia Summit – Samara,
Russia, 17-18 May 2007",ip_07_682,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_682
2007-05-08,"""Strong regions - building bridges for
Europe"": Danuta Hübner and Michael Glos launch in Hof the new Cohesion
Policy programmes",ip_07_638,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_638
2007-05-08,"European Commission announces approval of
Germany's first Structural Fund programmes",ip_07_636,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_636
2007-05-08,"Cohesion policy 2007-2013: Austrian regions
first to have programmes approved by the Commission",ip_07_631,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_631
2007-05-08,"Cohesion policy 2007-2013: Germany has its
plan and priorities agreed with the Commission",ip_07_637,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_637
2007-05-08,"Danuta Hübner at ""Europe Day"" kick off
event in Regensburg, Bavaria",ip_07_623,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_623
2007-05-08,"Cohesion policy 2007-2013: Commission
approves the national strategy and priorities for Cyprus",ip_07_632,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_632
2007-05-08,"Cohesion policy 2007-2013: Spain has its
plan and priorities agreed with the Commission",ip_07_634,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_634
2007-05-08,"Cohesion policy 2007-2013: Commission
approves the national strategy and priorities for Hungary",ip_07_635,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_635
2007-05-04,"Commissioner Ferrero-Waldner visits Yemen
and announces a minimum of €60 million for assistance during
2007-2010",ip_07_611,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_611
2007-05-03,Innovation must do more for the environment,ip_07_602,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_602
2007-05-02,"Europe to take another step towards a new EU
maritime policy in Bremen",ip_07_594,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_594
2007-05-30,"Commission assesses stability programme of
Austria",ip_07_716,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_716
2007-05-30,"Commission assesses impact of funding for
regions, launches debate on next round of cohesion policy",ip_07_721,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_721
2007-05-25,"ASEM Foreign Ministers meet to further
Asia-Europe relations",ip_07_709,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_709
2007-05-24,"Europe's cities on front line of jobs and
growth drive, Hübner tells ministers in Leipzig",ip_07_705,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_705
2007-05-23,"First rural development programmes for the
period 2007-2013 agreed: Czech Republic and Sweden",ip_07_700,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_700
2007-05-15,"IEA Ministerial meeting: Andris Piebalgs
calls for an International Agreement on Energy Efficiency",ip_07_671,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_671
2007-05-11,"Commission launches consultation on a
sustainable future for European aquaculture",ip_07_663,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_663
2007-05-30,"EU-OPEC hold Roundtable meeting to discuss
Energy Policies",ip_07_729,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_729
2007-05-22,"European Commission welcomes European
Parliament's report on Halting the Loss of Biodiversity",ip_07_694,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_694
2007-06-29,"EU and Central America start negotiations
for new Association Agreement",ip_07_981,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_981
2007-06-27,Flexicurity: getting more people into good jobs,ip_07_919,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_919
2007-06-27,"Cohesion policy 2007-2013: Commission agrees
plan and priorities with Romania",ip_07_946,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_946
2007-06-27,"Joe Borg at La Baule and Rotterdam to
discuss European Maritime Policy",ip_07_945,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_945
2007-06-22,"Cohesion policy 2007-2013: Commission
approves the national strategy and priorities for Bulgaria",ip_07_865,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_865
2007-06-14,"EU and the Andean Community launch
negotiations for Association Agreement",ip_07_834,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_834
2007-06-14,"Innovation focus for Danuta Hübner's
visit to Basque Country (Spain)",ip_07_837,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_837
2007-06-13,"Preventive arm of the Stability and Growth
Pact needs to be made more effective",ip_07_811,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_811
2007-06-13,"Commission assesses Hungarian action to
correct excessive deficit by 2009",ip_07_812,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_812
2007-06-12,"Cohesion policy 2007-2013: the Commission
approves the strategy submitted by France",ip_07_798,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_798
2007-06-12,"European Commission reaches agreement with
North Rhine-Westphalia on the new Objective 2 Structural Fund programme for the
period 2007-2013",ip_07_799,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_799
2007-06-08,"Northern Ireland: Hübner gives shape to
European Commission task force to support peace process",ip_07_781,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_781
2007-06-08,"World Oceans Day: healthy oceans are key to
Europe's future, say Commissioners Dimas and Borg",ip_07_784,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_784
2007-06-05,"Mexican President Calderón visits the
European Commission",ip_07_766,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_766
2007-06-05,"VP Verheugen: Securing raw material supply
for EU industries",ip_07_767,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_767
2007-06-29,"Energy Community's Ministerial Council
Meeting",ip_07_980,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_980
2007-06-27,"Innovation in regional policy highlighted
during Commissioner Danuta Hübner's visit to Northern
Norway",ip_07_943,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_943
2007-06-21,"Further significant developments in the
EU-OPEC Energy Dialogue",ip_07_862,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_862
2007-06-21,"Joe Borg stresses pivotal role of marine
science and research in EU maritime policy at EurOcean 2007",ip_07_859,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_859
2007-06-20,"Rural Development Programmes for the period
2007-2013: Italy, France, Finland and the Netherlands",ip_07_858,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_858
2007-06-19,"Cohesion policy 2007-2013: Commission
approves the national strategy and priorities for Slovenia",ip_07_852,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_852
2007-06-18,"Commission and FAA launch transatlantic
action plan to cut emissions",ip_07_847,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_847
2007-06-11,"Commission welcomes Council´s adoption
of measures to rebuild depleted fish stocks, strengthen RACs and control alien
species in aquaculture",ip_07_788,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_788
2007-06-08,"Commission: early delivery of ICES
scientific advice on fish stocks will allow for in-depth consultation on 2008
fishing quotas",ip_07_782,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_782
2007-06-07,"Commission presents its approach to 2008
fish quotas",ip_07_773,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_773
2007-06-05,"EU-Japan Summit – 5 June
2007",ip_07_763,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_763
2007-06-29,"Statement by European Economic and Monetary
Affairs Commissioner Joaquín Almunia, to the presentation of the Italian
five-year economic and budgetary plan (DPEF)",ip_07_982,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_982
2007-06-08,"Green Week 2007: Past lessons, future
challenges",ip_07_786,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_786
2007-06-08,"Commission contributes extra €25 M to
fight malnutrition in the Sahel and calls for proactive plans to prevent food
crises",ip_07_785,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_785
2007-07-31,"Cohesion policy 2007-2013: United Kingdom
has plan and priorities agreed with EU Commission",ip_07_1195,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1195
2007-07-27,"Cohesion policy 2007-2013: Czech Republic
has plan and priorities agreed with the Commission",ip_07_1184,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1184
2007-07-27,"Cohesion policy 2007-2013: Commission
approves national strategy and priorities for Ireland",ip_07_1185,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1185
2007-07-20,"Cohesion policy 2007-2013: Commission
approves national strategy and priorities for Sweden",ip_07_1144,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1144
2007-07-18,"Water scarcity and droughts in Europe:
Commission addresses key challenge",ip_07_1121,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1121
2007-07-13,"Cohesion policy 2007-2013: Commission
approves national strategy and priorities for Italy",ip_07_1096,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1096
2007-07-12,"Equipping Europe's schools for the
21<sup>st</sup> century: the European Commission begins a public
consultation",ip_07_1080,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1080
2007-07-12,"Commissioner Borg welcomes European
Parliament's support for a new European Maritime Policy",ip_07_1089,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1089
2007-07-12,"Commissioner Danuta Hübner expects EU
investment to boost growth, productivity, employment in
Romania",ip_07_1082,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1082
2007-07-09,"Danuta Hübner in Cantabria (Spain):
fostering Research and Development for a stronger Sustainable
Growth.",ip_07_1039,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1039
2007-07-04,"EU renews Industrial Policy for strong
manufacturing base in response to globalization and climate
change",ip_07_1007,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1007
2007-07-02,"Cohesion policy 2007-2013: Commission
approves national strategy and priorities for Portugal",ip_07_989,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_989
2007-07-10,"Commission hails approval of the adoption of
the euro in Cyprus and Malta",ip_07_1040,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1040
2007-07-05,"The European Union deepens energy relations
with Brazil",ip_07_1025,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1025
2007-07-25,"Further set of rural development programmes
for the period 2007-2013 agreed: Germany (5 Länder) Ireland, Italy (2
regions), Northern Ireland, Poland and Slovenia.",ip_07_1171,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1171
2007-07-19,"Commission: Bay of Biscay anchovy fishery to
remain closed",ip_07_1139,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1139
2007-07-11,"EU to observe Presidential and Parliamentary
Elections in Sierra Leone",ip_07_1069,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1069
2007-07-04,"President Lula at the European
Commission",ip_07_1010,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1010
2007-07-05,"VAT reduced rates: Commission launches a
political debate on how to simplify current EU legislation<br>(see also
<a
href=""http://europa.eu/rapid/pressReleasesAction.do?reference=MEMO/07/277&format=HTML&aged=0&language=EN&guiLanguage=en"">MEMO/07/277)",ip_07_1017,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1017
2007-08-31,"Report reveals large water saving potential
in Europe",ip_07_1276,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1276
2007-08-30,"EUROBAROMETER: Europeans support greater
cooperation with neighbouring countries",ip_07_1264,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1264
2007-08-30,"First meeting of Ministers from the EU and
the European Neighbourhood",ip_07_1263,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1263
2007-08-17,"Cohesion policy 2007-2013: Slovak Republic
has plan and priorities agreed with the Commission",ip_07_1235,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1235
2007-08-14,"Cohesion policy 2007-2013: Estonia has plan
and priorities agreed with EU Commission",ip_07_1232,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1232
2007-08-06,"Commission launches public consultation on
Sustainable Consumption and Production and Sustainable Industrial
Policy",ip_07_1215,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1215
2007-09-24,"Cohesion policy 2007-2013: jobs and growth
drive Latvian plan and priorities",ip_07_1382,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1382
2007-09-20,"Portugal hosts launch of new EU
interregional cooperation programme",ip_07_1364,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1364
2007-09-19,"Energising Europe: A real market with secure
supply",ip_07_1361,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1361
2007-09-14,IP,ip_07_1340,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1340
2007-09-14,"The new EU-US Atlantis programme: paving the
way for innovative transatlantic university degrees",ip_07_1335,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1335
2007-09-13,"Cohesion policy 2007-2013: Commission
approves jobs and growth-led strategy and priorities for Finland",ip_07_1324,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1324
2007-09-12,"Commission reaffirms 2008 deadline for
correction of excessive budget deficit in the Czech Republic",ip_07_1304,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1304
2007-09-12,"European Commission appoints European
coordinators for key energy projects",ip_07_1317,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1317
2007-09-12,"Commission recommends abrogation of
excessive deficit procedure for the United Kingdom",ip_07_1303,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1303
2007-09-03,"Danuta Hübner in Hessen: ""The region
knows how to play the innovation card""",ip_07_1279,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1279
2007-09-20,"Further set of rural development programmes
for the period 2007-2013 agreed: Austria, Germany (3 Länder), Hungary,
Italy (3 regions), Lithuania and Luxembourg.",ip_07_1367,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1367
2007-09-19,"Active European citizenship: the Commission
awards the 2007 Golden Stars",ip_07_1359,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1359
2007-09-10,"Inaugural meeting of High Level Group on the
Competitiveness of the European Chemicals Industry",ip_07_1293,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1293
2007-09-07,"COHESION POLICY 2007-2013: the Commission
approves 15 new programmes for the Hungarian regions",ip_07_1289,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1289
2007-09-07,"Regional policy Commissioner Danuta
Hübner today spoke to the 2nd Annual Conference of NEEBOR (Network of
Eastern External Border Regions), held in Olsztyn, Poland",ip_07_1288,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1288
2007-10-29,"The ten best European rural tourist
destinations",ip_07_1624,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1624
2007-10-19,"Regional programmes 2007-2013: The
Commission and France agree on innovation as a priority",ip_07_1562,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1562
2007-10-18,"Croatia and the former Yugoslav Republic of
Macedonia join EU competitiveness programme",ip_07_1542,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1542
2007-10-18,"European Commission launches new wave of
development strategies with 13 Pacific Island States",ip_07_1552,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1552
2007-10-18,"Freight transport in Europe: new Commission
initiatives aimed at achieving greater efficiency and
sustainability",ip_07_1550,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1550
2007-10-11,"European Commission congratulates European
winners of Nobel science prizes",ip_07_1486,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1486
2007-10-10,"Commission promotes take-up of hydrogen cars
and the development of hydrogen technologies",ip_07_1468,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1468
2007-10-08,"Commission to help small and medium-sized
companies become greener",ip_07_1457,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1457
2007-10-03,"A confident, open, reforming Europe,
actively promoting the European interest, can ensure the well-being of its
citizens in the age of globalisation, says Commission paper for EU
summit",ip_07_1433,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1433
2007-10-02,"The Commission
approves the strategy chosen by Belgium to implement the 2007-2013 Cohesion
Policy",ip_07_1426,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1426
2007-10-31,"European Union and Israel to launch business
dialogue",ip_07_1638,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1638
2007-10-31,"World experts gather in Brussels to promote
sustainable development",ip_07_1634,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1634
2007-10-25,"Competitive and sustainable destinations
discussed at European Tourism Forum",ip_07_1602,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1602
2007-10-25,"Further set of rural development programmes
for the period 2007-2013 agreed: Cyprus, Flanders, Germany (3 Länder) Italy
(3 regions), Spain (National Framework)",ip_07_1604,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1604
2007-10-24,"Commission issues first sustainable
development report.",ip_07_1576,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1576
2007-10-17,"Commission takes legal action against Member
States for failing to submit their Energy Efficiency Action
Plan",ip_07_1526,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1526
2007-10-10,"An ocean of opportunity: Commission proposes
Integrated Maritime Policy for the EU",ip_07_1463,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1463
2007-10-01,"European Commission: new convention will
strengthen Northwest Atlantic Fisheries Organisation",ip_07_1422,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1422
2007-10-10,"State aid: Commission endorses reform of
supplementary pension regime in Greek banking sector",ip_07_1470,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1470
2007-10-08,"A greener future for fossil fuels:
3<sup>rd</sup> Fossil Fuels Forum launches debate in
Berlin",ip_07_1456,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1456
2007-11-30,"EU businesses lead move to a low carbon
economy – Conclusions of the High Level Group on Competitiveness, Energy
and Environment",ip_07_1823,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1823
2007-11-26,"COHESION POLICY 2007-2013: Commission
launches 13 programmes for Greek regions, signs disaster relief
grant",ip_07_1764,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1764
2007-11-23,"Territorial cohesion goes to the heart of
the EU's political agenda",ip_07_1756,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1756
2007-11-22,"European Commission proposes a plan to
accelerate energy technologies for a low-carbon future",ip_07_1750,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1750
2007-11-20,"Commission assesses Polish action to correct
excessive deficit by 2007",ip_07_1724,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1724
2007-11-14,"European Commission proposes additional
autonomous trade preferences (ATPs) for Moldova",ip_07_1690,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1690
2007-11-13,"State aid: Commission opens in-depth inquiry
into proposed French R&amp;D aid to Peugeot-Citroën for hybrid diesel
car",ip_07_1679,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1679
2007-11-20,"Commission unveils its vision for a modern
single market for all",ip_07_1728,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1728
2007-11-29,"European Science and Research Commissioner
in Cape Town for Global Earth Observation Summit",ip_07_1807,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1807
2007-11-28,"2008 fishing possibilities: “Further
efforts needed to secure the future of European
fisheries”",ip_07_1783,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1783
2007-11-27,"EU and China – a global
partnership",ip_07_1772,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1772
2007-11-27,"Cohesion policy 2007-2013:  Commission
adopts major programmes for environment and transport in
Bulgaria",ip_07_1770,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1770
2007-11-21,"A further set of rural development
programmes for the period 2007-2013 agreed",ip_07_1742,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1742
2007-11-14,"Call for evidence on the economics of
biodiversity loss",ip_07_1699,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1699
2007-11-13,"Commissioner Piebalgs calls for intensified
international energy cooperation",ip_07_1684,https://ec.europa.eu/commission/presscorner/detail/en/ip_07_1684
